Department,publishercode,author,title,Count
MECHANICAL ENGINEERING,MGH,JAIN R.P.,MODERN DIGITAL ELECTRONICS,20
COMPUTER ENGG.,PEARSON,STALLING WILLIAM,COMPUTER ORGANIZATION AND ARCHITECTURE DESIGINING FOR PERFORMANCE,15
COMPUTER ENGG.,PEARSON ,HEARN DONALD D.,COMPUTER GRAPHICS C VERSION ,10
EXTC ENGINEERING,MGH,KANI A. NAGOOR,SIGNALS AND SYSTEMS,15
COMPUTER ENGG.,PEARSON ,TANENBAUM ANDREWS,DISTRIBUTED AYATEMS PRINCIPLES AND PARADIGMS,10
COMPUTER ENGG.,PEARSON ,AHO A.V.,COPMPILERS PRINCIPLES TECHNIQUES AND TOOLS,10
MECHANICAL ENGINEERING,PEARSON,SHAH M.B.,ENGINEERING DRAWING,5
COMPUTER ENGG.,PEARSON ,CHHANDA RAY ,DISTRIBUTED DATABASE SYSTEM,25
COMPUTER ENGG.,PEARSON ,OZSU M. TAMER ,PRINCIPLES OF DISTRIBUTED SYSTEMS,15
COMPUTER ENGG.,NEW AGE ,BHUJADE M.R.,PARALLEL COMPUTING,15
INFORMATION TECHNOLOGY,MGH,FOROUZAN BEHROUZ A.,COMPUTER NETWORKS A TOP-DOWN APPROACH,7
MECHANICAL ENGINEERING,MGH,BUDYNAS RICHARD G.,SHIGLEYS MECHANICAL ENGINEERING DESIGN,5
INFORMATION TECHNOLOGY,MGH,MARTIN JOHN C.,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,10
COMPUTER ENGG.,MGH,PRESSMAN ROGER S.,SOFTWARE ENGINEERING A PRACTITIONERS APPROACH ,10
CIVIL ENGINEERING,MGH,DUGGAL S.K.,LIMIT STATE DESIGN OF STEEL STRUCTURES ,12
CIVIL ENGINEERING,MGH,PEURIFOY R.L.,CONSTRUCTION PLANNING EQUIPMENT AND METHODS ,3
MECHANICAL ENGINEERING,LAXMI PUB.,Er.RAJPUT R.K.,THERMAL ENGINEERING,10
CIVIL ENGINEERING,LAXMI PUB.,Dr.BANSAL R.K.,A TEXTBOOK OF FLUID MECHANICS AND HYDRAULIC MACHINES ,20
CIVIL ENGINEERING,S.CHAND & SONS,SHETTY M.S.,CONCRETE TECHNOLOGY THEORY AND PRACTICE ,10
CIVIL ENGINEERING,TRINITY PRESS,SHAH M.G.,RCC THEORY AND DESIGN ,20
MECHANICAL ENGINEERING,CHAROTAR PUB.,BHATT N.D.,ENGINEERING DRAWING PLANE AND SOLID GEOMETRY,5
COMPUTER ENGG.,WILEY INDIA ,SILBERSCHATZ A.,OPERATING SYSTEM CONCEPTS,15
COMPUTER ENGG.,WILEY INDIA ,Dr. KALBANDE D.R.,GALITZ'S HUMAN MACHINE INTRACTION ,15
CIVIL ENGINEERING,CHAROTAR PUB.,Dr. SWANY N. KUMARA,BUILDING PLANNING AND DRAWING,10
H & AS (PHYSICS),S CHAND & CO.,Dr. SUBRAMANYAM N.,A TEXTBOOK OF OPTICS,3
CIVIL ENGINEERING,S. CHAND & CO.,Dr. SHARMA S.K.,PRINCIPLES  PRACTICE AND DESIGN OF HIGHWAY ENGINEERING(INCLUDING AIRPORT PAVEMENTS),3
INFORMATION TECHNOLOGY,WILEY INDIA,MAHESH KAVI,THEORY OF COMPUTATION A PROBLEM SOLVING APPROACH,10
CIVIL ENGINEERING,LAXMI PUB.,Dr. PUNMIA B.C.,SOIL MECHANICS AND FOUNDATIONS,20
CIVIL ENGINEERING,VIKAS PUB. HOUSE ,BHAVIKATTI S.S.,STRUCTURAL ANALYSIS-II,10
MECHANICAL ENGINEERING,DHANPAT RAI,MAHAJAN MANOHAR,A TEXTBOOK OF METROLOGY,10
COMPUTER ENGG.,PACKT PUB.,FRAIN BEN,RESPONSIVE WEB DESIGN WITH HTML5 & CSS3,15
INFORMATION TECHNOLOGY,JOHN WILEY SONS,FRANKS BILL,TAMING THE BIG DATA TIDAL WAVE,15
COMPUTER ENGG.,JOHN WILEY SONS,MINELLI MICHAEL,BIG DATA BIG ANALYSIS,5
EXTC ENGINEERING,JOHN WILEY & SONS,SOHRABY KAZEM,WIRELESS SENSOR NETWORK TECHNOLOGY PROTOCOLS & APPLICATIONS,3
INFORMATION TECHNOLOGY,JOHN WILEY & SONS,ULF TROPPENS ,STORAGE NETWORKS EXPLAINED ,10
COMPUTER ENGG.,JOHN WILEY INDIA,RAHIMI SAEED K.,DISTRIBUTED DATABASE MANAGEMENT SYSTEMS : A PRACTICAL APPROACH ,5
COMPUTER ENGG.,WILEY INDIA,KORTHAGE ROBERT R.,INFORMATION STORAGE AND RETRIEVAL,10
COMPUTER ENGG.,WILEY INDIA,SADASIVAM G. GUDHA,MIDDLEWARE & ENTERPRISE INTEGRATION TECHNOLOGIES ,20
COMPUTER ENGG.,DREAMTECH PRESS,HARRINGTON PETER,MACHINE LEARNING IN ACTION,10
INFORMATION TECHNOLOGY,DREAMTECH PRESS ,HOLMES ALEX,HADOOP IN PRACTICE : INCLUDING 104 TECHNIQUES,20
INFORMATION TECHNOLOGY,DREAMTECH PRESS,LAM CHUKC,HADOOP IN ACTION,15
INFORMATION TECHNOLOGY,DREAMTECH PRESS,PUSULURI NAGESWARA RAO,SOFTWARE TESTING CONCEPTS AND TOOLS,10
H & AS (PHYSICS),S CHAND & SONS,Dr. SUBRAHMANYAM N.,A TEXTBOOK OF OPTICS,2
INFORMATION TECHNOLOGY,PEARSON EDU.,HOPCROFT JOHN E.,INTRODUCTION TO AUTOMATA THEORY LANGUAGES AND COMPUTATION ,15
CIVIL ENGINEERING,KHANNA PUB.,Dr. KADIYALI L.R.,PRINCIPLES AND PRACTICE HIGHWAY ENGINEERING (INCLUDING EXPRESSWAY & AIRPORT ENGINEERING),10
CIVIL ENGINEERING,KHANNA PUB.,Dr. KADIYALI L.R.,TRAFFIC ENGINEERING AND TRANSPORT PLANNING,10
MECHANICAL ENGINEERING,STANDARD PUB.,Dr. SINGH KRIPAL ,AUTOMOBILE ENGINEERING VOL-2 ,10
MECHANICAL ENGINEERING,STANDARD PUB.,Dr. SINGH KRIPAL ,AUTOMOBILE ENGINEERING VOL-1,10
CIVIL ENGINEERING,LAXMI PUB.,Dr. PUNMIA B.C.,COMPREHENSIVE DESIGN OF STEEL STRUCTURES,10
CIVIL ENGINEERING,M. CHAKRABORTI ,CHAKRABORTI M.,CIVIL ENGINEERING DRAWING (INCLUDING ARCHITECTURAL ASPECT),10
CIVIL ENGINEERING,S. CHAND & CO.,Dr. DAYARATNAM P.,DESIGN OF STEEL STRUCTURES,10
CIVIL ENGINEERING,CHAROTAR PUB.,Dr. SWAMY N. KUMARA,BUILDING PLANNING AND DRAWING,15
H & AS (CHEMISTRY),DHANPAT RAI,JAIN P.C.,A TEXTBOOK OF ENGINEERING CHEMISTRY,10
CIVIL ENGINEERING,McGRAW HILL PUB.,CHITKARA K.K.,CONSTRUCTION PROJECT MANAGEMENT : PLANNING SCHEDULING & CONTROLLING,15
CIVIL ENGINEERING,STRUCTURES PUB.,Dr. SHAH V.L.,LIMIT STATE DESIGN OF STEEL STRUCTURES (IS: 800-2007),30
CIVIL ENGINEERING,STANDARD PUB.,SINGH GURCHARAN ,BUILDING PLANNING DESIGNING AND SCHEDULING ,10
CIVIL ENGINEERING,S. CHAND & CO.,Dr. SHARMA S.K.,PRINCIPLES AND PRACTICE & DESIGN OF HIGHWAY ENGINEERING,5
CIVIL ENGINEERING,NAROSA PUB.,RAJAPGOPALAM N.,PRESTRESSED CONCRETE ,5
COMPUTER ENGG.,CAMBRIDGE UNI PRESS ,LESKOVEC JURE ,MINING OF MASSIVE DATASETS,20
MECHANICAL ENGINEERING,LAXMI PUB.,RAJPUT R.K.,A TEXTBOOK OF AUTOMOBILE ENGINEERING,10
COMPUTER ENGG.,MCGRAW HILL EDU.,VENUGOPAL K.R.,MASTERING C'',10
COMPUTER ENGG.,MCGRAW HILL EDU.,FOROUZAN BEHROUZ ,COMPUTER NETWORKS : A TOP DOWN APPROACH,8
CIVIL ENGINEERING,NEW AGE INT.,DUGGAL S.K.,BUILDING MATERIALS,15
COMPUTER ENGG.,MCGRAW HILL EDU.,BALAGURUSAMY E.,INTRODUCTION TO COMPUTING & PROBLEM SOLVING USING PYTHON,25
MECHANICAL ENGINEERING,VISION PUB.,DABHADE M.L.,ENGINEERING GRAPHICS -I,5
MECHANICAL ENGINEERING,VISION PUB.,DABHADE M.L.,ENGINEERING GRAPHICS -II,5
CIVIL ENGINEERING,UMESH PUB.,Dr. SEETHARAMAN S.,CONSTRUCTION ENGINEERING AND MANAGEMENT ,15
MECHANICAL ENGINEERING,DHANPAT RAI & CO.,Dr. KOTHANDARAMAN C.P.,A COURSE IN THERMAL ENGINEERING,10
MECHANICAL ENGINEERING,DHANPAT RAI & CO.,SINGH V.P.,MECHANICAL VIBRATIONS,20
H & AS (JAPANESE),SEN MON KYOUIKU,MANABO NIHANGO,JAPANESE TEXTBOOK,6
H & AS (JAPANESE),SEN MON KYOUIKU,SUPEKAR VRINDA,JAPANESE GRAMMER AND KANJI EXPLANATION BOOK,6
H & AS (JAPANESE),SENMON KYOUIKU,MANABO NIHANGO,JAPANESE ADVANCE LEVEL TEXTBOOK (2nd HALF),2
H & AS (GEN),LIFESPACE PUB.,STEWART IAN,T.A. TODAY : A NEW INTRODUCTION TO TRANSACTIONAL ANALYSIS,1
H & AS (GEN),HARPER ELEMENT,MCKENNA PAUL,RICHARD BANDLERS GUIDE TO TRANCE FORMATION MAKE YOUR LIFE GREAT ,1
H & AS (GEN),MANJAL PUB.HOUSE ,ALLAN BARBARA PEASE,THE DIFINITIVE BOOK OF BODY LANGUAGE ,1
H & AS (GEN),INSTITUTE OF RATIONAL LIVING,ELLIS ALBERT ,A GUIDE TO RATIONAL LIVING,2
COMPUTER ENGG.,SHROFF PUB.,BANZI MASSIMO ,MAKE : GETTING STARTED WITH ARDUINO,3
EXTC ENGINEERING,MCGRAW HILL EDU.,SHIBU K.V.,INTRODUCTION TO EMBEDDED SYSTEMS,3
COMPUTER ENGG.,SHROFF PUB.,NIXON ROBIN,LEARNING PHP MY SQL & JAVA SCRIPT : WITH J QUERY CSS & HTML 5,3
COMPUTER ENGG.,MCGRAW HILL PUB.,GUPTA G.K.,DATABASE MANAGEMENT SYSTEMS,3
EXTC ENGINEERING,MCGRAW HILL EDU.,HAYT W.H.,ENGINEERING ELECTROMAGNETICS,3
COMPUTER ENGG.,PHI,CORMEN THOMAS H.,INTRODUCTION TO ALGORITHMS,3
COMPUTER ENGG.,PEARSON EDU.,TANENBAUM ANDREW ,COMPUTER NETWORKS,3
COMPUTER ENGG.,PEARSON EDU.,CHAFFEY DAVE ,E-BUSINESS AND E-COMMERCE MANAGEMENT : STRATEGY IMPLEMENTATION AND PRACTICE,3
CIVIL ENGINEERING,PEARSON EDU.,NEVILLE A.M.,PROPERTIES & CONCRETE,3
CIVIL ENGINEERING,PEARSON EDU.,VIESSMAN WARREN ,WATER SUPPLY AND POLLUTION CONTROL,3
MECHANICAL ENGINEERING,PEARSON EDU.,RAO SINGIRESU S.,MECHANICAL VIBRATIONS ,3
CIVIL ENGINEERING,MCGRAW HILL EDU.,SUBRAMANYA K.,FLOW IN OPEN CHANNELS,3
COMPUTER ENGG.,SHROFF PUB.,MONK SIMON ,RASPBERRY PI COOK BOOK ,1
COMPUTER ENGG.,SHROFF PUB.,SKLAR DAVID,LEARNING PHP 5,3
COMPUTER ENGG.,SHROFF PUB.,ENGE ERIC,THE ART OF SEO : MASTERING SEARCH ENGINE OPTIMIZATION ,1
MECHANICAL ENGINEERING,S.CHAND,RAJPUT R.K.,HEAT AND MASS TRANSFER SI UNITS,3
CIVIL ENGINEERING,CBS PUB.,MURTHY V.N.S.,TEXTBOOK OF SOIL MECHANICS & FOUNDATION ENGINEERING : GEOTECHNICAL ENGINEERING SERIES,3
CIVIL ENGINEERING,LAXMI PUB.,Dr. PUNMIA B.C.,BUILDING CONSTRUCTION,3
CIVIL ENGINEERING,KHANNA PUB.,GARG SANTOSH KUMAR,SWAGE DISPOSAL & AIR POLLUTION ENGINEERING : ENVIRONMENTAL ENGINEERING (VOL-II) ,3
MECHANICAL ENGINEERING,NEM CHAND ,GROVER G.K.,MECHANICAL VIBRATIONS,3
COMPUTER ENGG.,DREAMTECH PRESS,DT. EDITORIAL SERVICES ,"HTML 5 BLACK BOOK : COVERS CSS3 JAVA SCRIPT XML, XHTML, AJAX, PHP & J-QUERY ",3
COMPUTER ENGG.,SYBEX (WILEY),BOYLES TIM,CCNA SECURITY STUDY GUIDE : IINS EXAM 640-553,3
INFORMATION TECHNOLOGY,WILEY INDIA ,CHAN HENRY ,E- COMMERCE FUNDAMENTALS AMD APPLICATIONS,3
INFORMATION TECHNOLOGY,PACKET PUB.,FRAIN BEN,RESPONSIVE WEB DESIGN WITH HTML 5 AND CSS3 ,3
INFORMATION TECHNOLOGY,PACKET PUB.,FIRDAUS THORIQ,RESPONSIVE WEB DESIGN BY EXAMPLE BEGINNERS GUIDE ,3
COMPUTER ENGG.,ELSEVIER,HAN JIAWEI ,DATA MINING : CONCEPTS & TECHNIQUES ,10
CIVIL ENGINEERING,STRUCTURES PUB.,Dr. SHAH V.L.,LIMIT STATE THEORY AND DESIGN OF REINFORCED CONCRETE,20
COMPUTER ENGG.,OXFORD UNI PRESS,DEY PRADIP ,STRUCTURED PROGRAMMING APPROACH,5
CIVIL ENGINEERING,TRINITY PRESS ,JOY P.K.,HANDBOOK OF CONSTRUCTION MANAGEMENT ,2
COMPUTER ENGG.,MCGRAW HILL EDU.,BALAGURUSAMY E.,PROGRAMMING IN ANSI -C,5
CIVIL ENGINEERING,MCGRAW HILL EDU.,CHANDRA PRASANNA ,"PROJECTS : PLANNING, ANALYSIS, SELECTION, FINANCING, IMPLEMENTATION AND REVIEW ",10
COMPUTER ENGG.,BPB PUB.,KANETKAR YASHVANT,LET US 'C',5
CIVIL ENGINEERING,UNIVERSITY PRESS,VENKATRAMAIAH C.,TRANSPORTATION ENGINEERING VOL-I HIGHWAY ENGINEERING,3
INFORMATION TECHNOLOGY,THOMSON COURSE TECH.,SCHNEIDER GARY,ELECTRONIC COMMERCE,3
MECHANICAL ENGINEERING,UNIVERSITY PRESS,SUHKATME S.P.,A TEXTBOOK ON HEAT TRANSFER ,3
CIVIL ENGINEERING,LAXMI PUB.,Dr. VAIDYANATHAN R.,STRUCTURAL ANALYSIS VOL-I,6
EXTC ENGINEERING,DREAM TECH PRESS,Dr. PRASAD K.V.K.K.,EMBEDDED / REAL TIME SYSTEMS : CONCEPTS DESIGN & PROGRAMMING BLACK BOOK,3
CIVIL ENGINEERING,LAXMI PUB.,Dr. BANSAL R.K.,A TEXTBOOK OF FLUID MECHANICS& HYDRAULIC MACHINES - SI UNITS,3
CIVIL ENGINEERING,LAXMI PUB.,Dr. VAIDYANATHAN R.,STRUCTURAL ANALYSIS VOL-II,3
CIVIL ENGINEERING,UMESH PUB.,Dr. SEETHARAMAN S.,CONSTRUCTION ENGINEERING & MANAGEMENT ,3
COMPUTER ENGG.,WILEY INDIA,MOSELEY RALPH ,DEVELOPING WEB APPLICATIONS,3
CIVIL ENGINEERING,PHI,DAS MADAN MOHAN ,STRUCTURAL ANALYSIS ,3
CIVIL ENGINEERING,UNIVERSITY PRESS ,KUMAR SRINIVASA R.,TEXTBOOK OF HIGHWAY ENGINEERING,3
MECHANICAL ENGINEERING,UNIVERSITY SCIENCE PRESS ,RATHORE MAHESH M.,ENGINEERING HEAT AND MASS TRANSFER ,3
CIVIL ENGINEERING,UNIVERSITY PRESS ,BABU G.L. SHIVAKUMAR,AN INTRODUCTION TO SOIL REINFORCEMENT AND GEOSYNTHETICS,3
MECHANICAL ENGINEERING,S. CHAND & CO.,RAJPUT R.K.,HEAT AND MASS TRANSFER - SI UNITS,3
INFORMATION TECHNOLOGY,PHI,DUBEY SANJIV KUMAR ,IT STRATEGY AND MANAGEMENT ,3
INFORMATION TECHNOLOGY,MACGRAW HILL EDU.,VENKATESH K.,MARKETING OF INFORMATION TECHNOLOGY,3
CIVIL ENGINEERING,S.CHAND & CO. ,Dr. SHARMA S.K.,PRINCIPLES PRACTICE AND DESIGN OF HIGHWAY ENGINEERING ,3
EXTC ENGINEERING,OXFORD UNI-PRESS ,SADIKU MATHEW N.O.,PRINCIPLES OF ELECTROMAGNETICS,3
EXTC ENGINEERING,OXFORD UNI-PRESS ,LATHI B.P.,MODERN DIGITAL AND ANALOG COMMUNICATION SYSTEMS ,3
CIVIL ENGINEERING,S.CHAND & CO.,ROY SUJIT KUMAR,FUNDAMENTALS OF STRUCTURAL ANALYSIS WITH COMPUTER ANALYSIS & APPLICATIONS,3
CIVIL ENGINEERING,KHANNA PUB.,VAZIRANI V.N.,ANALYSIS OF STRUCTURES VOL-I ANALYSIS DESIGN & DETAILS OF STRUCTURES ,3
CIVIL ENGINEERING,KHANNA PUB.,VAZIRANI V.N.,ANALYSIS OF STRUCTURES VOL-II THEORY DESIGN & DETAILS OF STRUCTURES ,3
CIVIL ENGINEERING,OXFORD UNI PRESS,THANDAVAMOORTHY T.S.,STRUCTURAL ANALYSIS ,3
INFORMATION TECHNOLOGY,MCGRAW HILL EDU.,BERSON ALEX ,DATA WAREHOUSING DATA MINING & OLAP ,3
INFORMATION TECHNOLOGY,ELSEVIER (M.K.),ZHAO FENG ,WIRELESS SENSOR NETWORKS AN INTRODUCTION PROCESING APPROACH,3
MECHANICAL ENGINEERING,KHANNA PUB.,GUPTA R.C.,STATISTICAL QUALITY CONTROL & QUALITY MANAGEMENT ,10
MECHANICAL ENGINEERING,METRO POLITAN BOOK CO.,Dr. LAL JAGDISH,HYDRAULIC MACHINES : INCLUDING FLUIDICS,10
CIVIL ENGINEERING,KHANNA PUB.,SHARMA S.C.,CONSTRUCTION EQUIPMENT AND ITS MANAGEMENT ,45
CIVIL ENGINEERING,PEARSON EDU.,NEVILLE A.M.,CONCRETE TECHNOLOGY,3
CIVIL ENGINEERING,S.CHAND ,ROY SUJITKUMAR ,FUNDAMENTALS OF STRUCTURAL ANALYSIS WITH COMPUTER ANALYSIS & APPLICATIONS,3
INFORMATION TECHNOLOGY,PEARSON EDU.,LAUDON KENNETH C.,E - COMMERCE : BUSINESS TECHNOLOGY SOCIETY,3
CIVIL ENGINEERING,PEARSON EDU.,HOLTZ ROBERT ,A INTRODUCTION TO GEOTECHNICAL ENGINEERING,3
CIVIL ENGINEERING,PEARSON EDU.,NATHANSON JERRY A.,BASIC ENVIRONMENTAL TECHNOLOGY WATER SUPPLY WEST MANAGEMENT & POLLUTION CONTROL,3
CIVIL ENGINEERING,KHANNA PUB. ,GARG SANTOSH KUMAR,WATER SUPPLY ENGINEERING : ENVIRONMENTAL ENGINEERING VOL - I,3
CIVIL ENGINEERING,LAXMI PUB.,Dr. PUNMIA B.C.,R.C.C. DESGINS : REINFORCED CONCRETE STRUCTURES ,10
CIVIL ENGINEERING,NEM CHAND & BRO.,KHANNA S.K.,HIGHWAY ENGINEERING,3
CIVIL ENGINEERING,PHI,CHAKROBORTY PARDHA ,PRINCIPLES OF TRANSPORTATION ENGINEERING,3
INFORMATION TECHNOLOGY,WILEY INDIA ,SUEHRING STEVE ,PHP 6 AND MY SQL 6: BIBLE ,3
CIVIL ENGINEERING,McGRAWHILL EDU.,DUGGAL S.K.,LIMIT STATE DESIGN OF STEEL STRUTURES ,3
CIVIL ENGINEERING,NEEMCHAND & BRO.,KHANNA S.K.,HIGHWAY ENGINEERING ,25
MATHEMATICS,P. JAMNADAS LLP,KUMBHOJKAR G.V.,DISCRETE MATEMATICS SEM- III (COMPUTER ENGINEERING),10
MECHANICAL ENGINEERING,VIPUL PRAKASHAN ,BARVE S.B.,VIPULS A TEXTBOOK OF MATERIAL TECHNOLOGY,15
CIVIL ENGINEERING,KHANNA PUBLISHERS ,GARG SANTOSH KUMAR,SEWAGE DISPOSAL AND AIR POLLUTION ENGINEERING : ENVIRONMEMTAL ENGINEERING VOL- II,6
CIVIL ENGINEERING,STANDARD PUBLISHERS & DISTRIBUTERS ,Dr. ARORA R.K.,SOIL MECHANICS & FOUNDATION ENGINEERING (GEOTECHNICAL ENGINEERING),10
CIVIL ENGINEERING,MONOJIT CHAKRABORTI PUB.,CHAKRABORTI M.,"ESTIMATING, COSTING, SPECIFICATION AND VOLUATION IN CIVIL ENGINEERING (INCLUDES COMPUTER ESTIMATION)",10
H & AS (EVS),P. JAMNADAS LLP,Dr. SHAH PRABHA ,ENVIRONMENTAL STUDIES - FE SEM -I,10
CIVIL ENGINEERING,UBS PUBLISHERS ,DUTTA B.N.,ESTIMATING AND COSTING IN CIVIL ENGINEERING : THEORY AND PRACTICE (INCLUDING SPECIFICATION & VOLUATION),10
CIVIL ENGINEERING,NEW AGE INT. PUB.,VENKATRAMAIAH C.,GEOTECHNICAL ENGINEERING ,3
MECHANICAL ENGINEERING,METRO POLITAN BOOK ,Dr. LAL JAGDISH ,THEORY OF MECHANISMS & MACHINES,3
CIVIL ENGINEERING,VIKAS PUB. HOUSE ,BHAVIKATTI S.S.,STRUCTURAL ANALYSIS- I ,15
CIVIL ENGINEERING,VIKAS PUB. HOUSE ,BHAVIKATTI S.S.,STRUCTURAL ANALYSIS- II,15
COMPUTER ENGG.,PEARSON EDU.,KOLMAN BERNARD ,DISCRETE MATHEMATICAL STRUCTURES ,10
INFORMATION TECHNOLOGY,PHI,DUBEY SANJIV SHANKAR,IT STRATEGY AND MANAGEMENT,10
MECHANICAL ENGINEERING,NANDU PUB.,VENKATESH T.S.,STRENGTH OF MATERIALS ,10
COMPUTER ENGG.,OXFORD UNI. PRESS,THAREJA REEMA ,DATA STRUCTURES USING C,10
MECHANICAL ENGINEERING,M.D. DAYAL PUB.,DAYAL M.D.,ENGINEERING MECHANICS,20
MECHANICAL ENGINEERING,M.D. DAYAL PUBB.,DAYAL M.D.,STRENGTH OF MATERIALS ,15
CIVIL ENGINEERING,KHANNA PUB.,GARG SANTOSH KUMAR,SEWAGE DISPOSAL ANDS AIR POLLUTION ENGINEERING (ENVIRONMENTAL ENGINEERING ) VOL - II,10
CIVIL ENGINEERING,KHANNA PUB.,GARG SANTOSH KUMAR,WATER SUPPLY ENGINEERING (ENVIRONMENTAL ENGINEERING VOL - I),10
COMPUTER ENGG.,OXFORD UNI. PRESS ,BHASIN HARSH,ALGORITHMS : DESIGN AND ANALYSIS,1
EXTC ENGINEERING,OXFORD UNI. PRESS ,RAWAT TARUN KUMAR,DIGITAL SIGNAL PROCESSING ,3
CIVIL ENGINEERING,OXFORD UNI. PRESS,SANTHAKUMAR A.K.,CONCRETE TECHNOLOGY ,3
INFORMATION TECHNOLOGY,OXFORD UNI. PRESS ,KULKARNI PARAG ,E- BUSINESS ,3
MECHANICAL ENGINEERING,OXFORD UNI. PRESS ,SHAW MILTON C.,METAL CUTTING PRINCIPLES ,3
CIVIL ENGINEERING,S.K. KATARIA & SONS ,SINGH PARBIN,ENGINEERING AND GENERAL GEOLOGY ,25
MECHANICAL ENGINEERING,McGRAW HILL EDU.,CENGEL YUNUS,HEAT AND MASS TRANSFER FUNDAMENTALS & APPLICATIONS,3
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE QUESTION BANK (MECHANICAL ENGINEERING),1
MECHANICAL ENGINEERING,THE GATE ACADEMY ,THE GATE ACADEMY,QUICK REFRESHER GUIDE (MECHANICAL ENGINEERING),1
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : THEORY OF MECHANICS SOLVED EXAMPLES ,1
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : MACHINE DESIGN SOLVED EXAMPLES PROBLEMS,1
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : HEAT TRANSFER ,1
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : THERMODYNAMICS SOLVED EXAMPLES PRACTICE PROBLEMS,1
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : MANUFACTURING ENGINEERING,1
MECHANICAL ENGINEERING,THE GATE ACADEMY ,THE GATE ACADEMY,GATE : INDUSTRIAL ENGINEERING SOLVED EXAMPLES PRACTICE PROBLEMS,1
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : ENGINEERING MECHANICS (ME/CE),2
MECHANICAL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : MECHANICS OF MATERIALS (ME/CE),2
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : FLUID MECHANICS (ME/CE),2
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : QUESTION BANK CIVIL ENGINEERING,1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : QUICK REFRESHER GUIDE (CIVIL ENGINEERING),1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : REINFORCED CEMENT CONCRETE ,1
CIVIL ENGINEERING,TH GATE ACADEMY,THE GATE ACADEMY,GATE : GEOTECHNICAL ENGINEERING SOLVED EXAMPLES PRACTICE PROBLEMS,1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY ,GATE : STRUTURAL ANALYSIS (CE),1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : IRRIGATION & HYDROLOGY (CE),1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : STEEL STRUCTURE (CE),1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : GEOMATICS ENGINEERING (CE),1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : TRANSPORTATION ENGINEERING(CE),1
CIVIL ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : ENVIRONMENTAL ENGINEERING (CE),1
CIVIL ENGINEERING,THE GATE ACADEMY ,THE GATE ACADEMY ,GATE : CONSTRUCTION MATERIALS & MANAGEMENT (CE),1
EXTC ENGINEERING,THE GATE ACADEMY ,THE GATE ACADEMY,GATE : QUESTION BANK (EXTC),1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : QUICK REFRESHER GUIDE (EXTC),1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY ,GATE : NETWORKS SOLVED EXAMPLES PRACTICE PROBLEMS THEORY EXPLANTION ,1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY ,GATE : SIGNALS & SYSTEMS PRACTICE PROBLEMS SOLVED EXAMPLES THEORY EXPLANATION,1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : CONTROL SYSTEM (CE/EE/IN),1
EXTC ENGINEERING,THE GATE ACADEMY ,THE GATE ACADEMY,GATE : ANALOG CIRCUITS SOLVED EXAMPLES PRACTICE PROBLEMS THEORY EXPLANATION,1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,DIGITAL CIRCUITGATE : DIGITA CIRCUITS SOLVED EXAMPLES PRACTICE PROBLEMS THEORY EXPLANATION (CE/EE/IN),1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : COMMUNICATIONS (ECE/IN),1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : ELECTROMAGNETICS SOLVED EXAMPLES PRACTICE PROBLEMS THEORY EXPLANATION,1
EXTC ENGINEERING,THE GATE ACADEMY,THE GATE ACADEMY,GATE : ELECTRONIC DEVICES SOLVED EXAMPLES PRACTICE PROBLEMS THEORY EXPLANATION,1
