Department,publishercode,author,title,Count
COMPUTER ENGG.,TMGH,GODBOLE ACHYUT S.,WEB TECHNOLOGIES: TCP/IP TO INTERNET APPLICATION ARCHITECTURES.,26
COMPUTER ENGG.,PHI,MISHRA K.L.P.,"THEORY OF COMPUTER SCIENCE (AUTOMATA, LANGUAGES AND COMPUTATION)",7
COMPUTER ENGG.,NEW AGE,XAVIER S.P. EUGENE,"THEORY OF AUTOMATA, FORMAL LANGUAGES ON COMPUTATION",2
COMPUTER ENGG.,NEW AGE,NATARAJAN A.M.,THEORY OF COMPUTATION,3
COMPUTER ENGG.,NAROSA PUB,LINZ PETER,AN INTRODUCTION TO FORMAL LANGUAGES AND AUTOMATA,8
COMPUTER ENGG.,THOMSON BOOKS,SIPSER MICHAEL,INTRODUCTION TO THE THEORY OF COMPUTATION,9
COMPUTER ENGG.,TMGH/ McGRAW HILL,MARTIN JOHN C.,INTRODUCTION TO LANGUAGE & THE THEORY OF COMPUTATION,16
INFORMATION TECH. ,CAMBRIDGE UNIVERSITY PRESS,HUFFMAN W.CARY,FUNDAMENTALS OF ERROR CORRECTING CODES ,3
INFORMATION TECH.,JOHN WILEY,PLESS VERA,TNTRODUCTION TO THE THEORY OF ERROR CORRECTING CODES ,5
INFORMATION TECH.,SCITECH PUB.,VERMA GPS,THEORY OF COMPUTATION :FORMAL LANGUAGE &AUTOMOTA THEORY ,4
INFORMATION TECH.,UNIVERSITY SCI.PUB.,Dr.KAKDE O.G.,THEORY OF COMPUTATION ,5
INFORMATION TECH.,PEARSON EDU.,RAGADE B.R.,AUTOMATA AND THEORETICAL COMPUTER SCIENCE ,5
INFORMATION TECH.,PEARSON EDU.,HOPCROFT JOHN E.,"INTRODUCTION TO AUTOMOTA THEORY LANGUEGES,AND COMPUTATION",10
CIVIL ENGINEERING,TMGH,GAMBHIR M.L.,CONCRETE TECHNOLOGY : THEORY AND PRACTICE,18
CIVIL ENGINEERING,S. CHAND,SHETTY M.S.,CONCRETE TECHNOLOGY : THEORY AND PRACTICE,13
CIVIL ENGINEERING ,OXFORD UNIVERSITY PRESS ,SANTHAKUMAR A.R.,CONCRETE TECHNOLOGY ,10
CIVIL ENGINEERING,    nam a22     7a 4500PEARSON EDU.,NEVILLE A.M.,CONCRETE TECHNOLOGY ,9
CIVIL ENGINEERING ,TMGH,RAJU N. KRISHNA ,PRESTRESSED CONCRETE,1
CIVIL ENGINEERING,PHI,BANDYOPADHYAY J.N.,DESIGN OF CONCRETE STRUCTURES ,2
CIVIL ENGINEERING,PEARSON EDU.,NEVILLE A.M.,PROPERTIES OF CONCRETE,5
CIVIL ENGINEERING,VIKAS PUB.,BHAVIKATTI S.S.,STRUCTURAL ANALYSIS -I,11
CIVIL ENGINEERIMG ,VIKAS PUB.,BHAVIKATTI S.S.,STRUCTURAL ANALYSIS - II,12
CIVIL ENGINEERING,NAROSA PUB.,MENON DEVDAS ,STRUCTURAL ANALYSIS,12
CIVIL ENGINEERING,LAXMI PUB.,Dr. VIDYANATHAN R.,STRUCTURAL ANALYSIS -I,2
CIVIL ENGINEERING,LAXMI PUB.,Dr. VAIDYNATHAN R.,STRUCTURAL ANALYSIS -II,2
CIVIL ENGINEERING,PEARSON EDU.,HIBBLER R.C.,STRUCTURAL ANALYSIS ,4
CIVIL ENGINEERING,TMGH,REDDY C.S.,BASIC STRUCTURAL ANALYSIS,21
CIVIL ENGINEERING,TMGH,PANDIT G.S. N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             PANDIT G.S.                                                                                                , STRUCTURAL ANALYSIS : A MATRIX APPROACH,0
CIVIL ENGINEERING,SPON PRESS ,GHALI A., STRUCTURAL ANALYSIS : A UNIFIED CLASSICAL &  MATRIX APPROACH,1
CIVIL ENGINEERING,UNIVERSITY PRESS ,RAO D. S. PRAKASH, STRUCTURAL ANALYSIS : A UNIFIED APPROACH,1
CIVIL ENGINEERING,S. CHAND ,KHURMI R.S.,THEORY OF STRUCTURES ( SI UNITS ),6
CIVIL ENGINEERING,TMGH,PANDIT G.S.,THEORY OF STRUCTURES VOL-I,5
CIVIL ENGINEERING,TMGH ,GUPTA S.P.,THEORY OF STRUCTURES VOL-II,5
CIVIL ENGINEERING,DHANPAT RAI,RAMAMRUTHAM S.,THEORY OF STRUCTURES,9
CIVIL ENGINEERING,CHAROTAR PUB.,Dr.SHAH H.S.,MECHANICS OF STRUCTURES VOL-I ( STRENGTH OF MATERIALS ),21
CIVIL ENGINEERING,CHAROTAR PUB.,JUNNARKAR S.B.,MECHANICS OF STRUCTURES VOI-I (STRENGTH OF MATERIALAS),3
CIVIL ENGINEERING,CHAROTAR PUB.,JUNNARKAR S.B.,MECHANICS OF STRUCTURES VOI-II (THEORY &ANALYSIS OF STRUCTURES),31
EXTC ENGINEERING,DHANPAT RAI,HUSAIN ASHFAQ,CONTROL SYSTEMS ,4
MECHANICAL ENGINEERING,DHANPAT RAI,DOMKUNDWAR V.M.,GAS TURBINES AND JET ROCKET PROPULSION,4
MECHANICAL ENGINEERING,DHANPAT RAI,Dr. WADHWA S.S.,MACHINE DESIGN :A BASIC APPROACH,2
MECHANICAL ENGINEERING,DHANPAT RAI,SINGH V.P.,THEORY OF MACHINES,4
MECHANICAL ENGINEERING,KHANNA PUB.,BALLANEY P.L.,THEORY OF MACHINES AND MECHANICS ,20
MECHANICAL ENGINEERING,TMGH,RATAN S.S.,THEORY OF MACHINES ,24
MECHANICAL ENGINEERING,EAST-WEST PRESS,GHOSH AMITABHA,THEORY OF MACHINES AND MECHANICS ,22
MECHANICAL ENGINEERING,OXFORD UNI. PRESS,UICKER J.J.,THEORY OF MACHINES AND MECHANICS ,15
MECHANICAL ENGINEERING,McGRAHILL,SHIGLEY J.E.,THEORY OF MACHINE AND MECHANICS ,10
MECHANICAL ENGINEERING,S.CHAND,KHURMI R.S.,THEORY OF MACHINES ,28
MECHANICAL ENGINEERING,DHANPAT RAI,SHARIFF ABDULLA ,THEORY OF MACHINES ,7
MECHANICAL ENGINEERING,LAXMI PUB.,Dr.BANSAL R.K.,ATB OF THEORY OF MACHINES ,2
MECHANICAL ENGINEERING,NEW AGE ,RAO J.S., THEORY OF MACHINES : THROUGH SOLVED PROBLEMS,7
MECHANICAL ENGINEERING,PEARSON EDU.,SINGH SADHU,THEORY OF MACHINES ,3
MECHANICAL ENGINEERING,CBS PUB.,BEVAN THOMAS,THE THEORY OF MACHINES ,4
MECHANICAL ENGINEERING,TMGH,CMTI BANGLORE,MACHINE TOOL DESIGN HANDBOOK,11
MECHANICAL ENGINEERING,TMGH,JOSHI P.H.,MACHINE TOOLS HANDBOOK : DESIGN AND OPERATION,4
MECHANICAL ENGINEERING,TMGH,KRAR STEVE F.,TECHNOLOGY OF MACHINE TOOLS,1
MECHANICAL ENGINEERING,TMGH,DONALDSON CYRIL,TOOL DESIGN ,16
MECHANICAL ENGINEERING,TMGH,MEHTA N.K.,MACHINE TMACHINE TOOL DESIGN AND NUMERICAL CONTROLOOL DESIGN AND NUMERICAL CONTROL ,6
MECHANICAL ENGINEERING,PHI,KIBBE R.R.,MACHINE TOOL PRACTICES ,6
MECHANICAL ENGINEERING,NEW AGE,JUNEJA B.L.,FUNDAMENTALS OF METAL CUTTING AND PRACTICE,6
MECHANICAL ENGINEERING,NEW CENTRAL BOOK,BHATTACHARYA AMITABHA,METAL CUTTING THEORY AND PRACTICE,15
MECHANICAL ENGINEERING,EAST-WEST PRESS,GHOSH AMITABHA ,MANUFACTURING SCIENCE ,7
MECHANICAL ENGINEERING,PHI,LINDBERG ROY A.,PROCESS AND MATERIALS OF MANUFACTURE,6
MECHANICAL ENGINEERING,PHI/PEARSON EDU.,GROOVER MIKELL P.,AUTOMATION PRODUCTION SYSTEMS AND COMPUTER -INTEGRETED MANUFACTURING,15
MECHANICAL ENGINEERING,PHI,NARASHIMAN S.L.,PRODUCTION PLANNING AND INVENTORY CONTROL,16
GERMAN LANGUAGE,GOYAL PUB.,FUNK HERMANN ,STUDIO d- A1: DEUTSH ALS FREMDSPRACH(TEXTBOOK) ,55
GERMAN LANGUAGE ,GOYAL PUB.,NIEMANN RITA MOORIA,STUDIO d A1: DEUTSCH ALS FREMDSPRACHE SPRACHRAINING (WORKBOOK),55
GERMAN LANGUAGE,GOYAL PUB.,KLEIN,STUDIO d A1: DEUTSCH ALS FREMDSPRACHE VOKABELTASCHENBUEH (VOCABULARY),55
FRENCH LANGUAGE ,GOYAL PUB.,COCTON M.N.,SAISON 1 A1+ : METHOD DE FRANCAIS (TEXTBOOK),20
FRENCH LANGUAGE ,GOYAL PUB.,ALCARAZ MARION ,SAISON 1 A1+ : CAHIER DACTIVITES (WORKBOOK),20
SPANISH LANGUAGE,DIFUSION (COI PUB),CORPAS JAIME,AULA INTERNATIONAL 1: CURSO DEESPANOL (TEXTBOOK),20
SPANISH LANGUAGE ,GOYAL PUB.,CONEJO EMILIA ,CUADERNOS DE- GRAMATICA ESPANOLA A1-(WORKBOOK),20
JAPANESE LANGUAGE ,SENMON KYOUIKU SHEPOAM,NIHONGO MANABO,JAPANESE TEXT BOOK (XEROX COPY),15
JAPANESE LANGUAGE,SENMON KYOUIKU SHEPOAN,S K S,JAPANESE KANJI BOOK (XEROX COPY),15
JAPANESE LANGUAGE,SENMON KYOUIKA SHEPPAN ,S K S ,JAPANES LISTENING BOOK VOL-I (XEROX COPY),15
JAPANESE LANGUAGE ,SENMON KYUIKY SHAPPAN,S K S,JAPANESE PRACTICE BOOK VOL-I (XEROX COPY),15
JAPANESE LANGUAGE,NEW PONORAMA,SUPEKAR VRINDA,N-4 JAPANESE GRAMMAR AND KANJI EXPLANATION (XEROX COPY),1
JAPANESE LANGUAGE,NEW PONORAMA ,SUPEKAR VRINDA,N-5  LEVAL JAPANESE GRAMMAR AND KANJI EXPLANATION (XEROX COPY)ROX COPY),15
CHEMSTRY,C.JAMNADAS & CO.,SHAH SHARAD KUMAR,ATB OF APPLIED CHEMISTRY - II,1
MECHANICAL ENGINEERING,ARIHANT PUB.,JAIN LALIT,CHAPTERWISE PREVIOUS YEARS SOLVED PAPERS 2015-2000 GATE MECHANICAL ENGINEERING,1
MECHANICAL ENGINEERING,Mc GRAW-HILL,DIETER GEORGE E.,MECHANICAL METALLURGY ,23
MECHANICAL ENGINEERING,CBS PUB.,LAKHTIN Y.,ENGINEERING PHYSICAL METALLURGY,5
MECHANICAL ENGINEERING,DHANPAT RAI ,GUPTA I.C.,A TEXTBOOK OF ENGINEERING METROLOGY,11
MECHANICAL ENGINEERING,JAICO PUB.,FLINN R.A.,ENGINEERING MATERIALS AND THEIR APPLICATIONS ,2
MECHANICAL ENGINEERING,KHANNA PUB.,JAIN R.K.,ENGINEERING METROLOGY,12
MECHANICAL ENGINEERING,TMGH,AVNER SIDNEY H.,INTRODUCTION TO PHYSICAL METALLURGY,7
MECHANICAL ENGINEERING,McGRAHILL,SMITH WILLIAM F.,STRUCTURES AND PROPERTIES OF ENGINEERING ALLOYS,1
GENRAL,STRUCTURES AND PROPERTIES OF ENGINEERING ALLOYSTHOMSONS,BUZAN TONY,HOW TO MIND MAP,1
INFORMATION TECHNOLOGY ,WILEY INDIA ,SHUKLA RAJESH K.,DATA STRUCTURES USING C AND C ++,3
MECHANICAL ENGINEERING,NEW AGE,ADITHAN M.,MANUFACTURING TECHNOLOGY,5
MECHANICAL ENGINEERING,SCITECH PUB.,SRINIVAS J.,MECHANISMS AND DYNAMICS OF MACHINERY,7
PHYSICS ,SYNERGY KNOWLEDGEWARE,Dr. GAWADE R.J.,APPLIED PHYSICS-II,20
EXTC ENGINEERING,KHANNA PUB,BIMBHRA P.S.,POWER ELECTRONICS,14
EXTC ENGINEERING,SYNERGY KNOWLEDGEWARE,Dr. DUDHE R.S.,ANALOG ELECTRONICS - I,11
EXTC ENGINEERING,SYNERGY KNOWLEDGEWARE ,Dr.DUDHE R.S.,ANALOG ELECTRONICS - II,11
COMMUNICATION SKILLS ,SYNERGY KNOWLEDGEWARE ,Dr. BHARWANI MEERA ,COMMUNICATIONS SKILLS ,11
CHEMISTRY ,SYNERGY KNOWLEDGEWARE,Dr. BALSARAF V.M.,APPLIED CHEMISTRY - II,21
MATHEMATICS,SYNERGY KNOWLEDGEWARE ,Dr. SINGH B.B.,INTEGRAL TRANSFORMS : & THEIR ENGINEERING APPLICATIONS ,7
MATHEMATICS,SYNERGY KNOWLEDGEWARE ,Dr. DUBEWAR A.V.,APPLIED MATHEMATICS-II,6
MATHEMATICS ,C. JAMNADAS & CO.,KUMBHOJKAR G.V.,APPLIED MATHEMATICS-II (FE SEM-II),15
MECHANICAL ENGINEERING,LAXMI PUB.,Dr. BANSAL R.K.,A TEXT BOOK OF FLUID MECHANICS AND HYDRAULIK MACHINES S.I. UNITS,10
CIVIL ENGINEERING,KHANNA PUB.,AGOR R.,A TEXT BOOK OF SURVEYING & LEVELLING,10
MECHANICAL ENGINEERING,NANDU PUB.,DUBEY N.H.,ENGINEERING DRAWING,25
MECHANICAL ENGINEERING,TMGH,SUBRAMANYA K.,FLUID MECHANICS AND HYDRAULICS MACHINES : PROBLEMS AND SOLUTIONS,5
CIVIL ENGINEERING ,TMGH,BASAK N.N.,SURVEYING AND LEVELLING,10
MECHANICAL ENGINEERING,PEARSON EDU.,PHADKE MADHAV S.,QUALITY ENGINEERING USING ROBUST DESIGN ,1
EXTC ENGINEERING,TMGH,SEN P.C.,POWER ELECTRONICS ,18
EXTC ENGINEERING,NEW AGE ,SUBRAHMANYAM VEDAM,POWER ELECTRONICS :DEVICES CONVERTERS APPLICATIONS,3
EXTC ENGINEERING,NEW AGE,SUBRAHMANYAM VEDAM,POWER ELECTRONICS ,4
EXTC ENGINEERING,PEARSON / PHI,RASHID MUHAMMAD H.,POWER ELECTRONICS : CIRCUITS DEVICES & APPLICATIONS ,21
EXTC ENGINEERING,ACADEMIC PRESS (ELSAVIER),RASHID MUHAMMAD H.,POWER ELECTRONICS HANDBOOK  ,2
EXTC ENGINEERING,NAROSA PUB,REDDY RAMA S.,FUNDAMENTALS OF POWER ELECTRONICS,4
EXTC ENGINEERING,NAROSA PUB.,ARORA O.P., POWER ELECTRONICS LABORATORY : THEORY PRACTICE & ORGANIZATION,4
EXTC ENGINEERING,TMGH ,SINGH M.D., POWER ELECTRONICS ,7
EXTC ENGINEERING,MGH,LANDER CYRIL W.,POWER ELECTRONICS ,4
EXTC ENGINEERING,JOHN WILEY & SONS ,SEN P.C.,PRINCIPLES OF ELECTRIC MACHINES AND POWER ELECTRONICS ,2
EXTC ENGINEERING,LAXMI PUB.,VENKATA RAM S.K.,COMPREHENSIVE ADVANCED MICROPROCESSORS AND MICROCONTROLLERS ,8
EXTC ENGINEERING,PHI,RAFIQUZZAMAN M.,MICROPROCESSORS : THEORY AND APPLLICATIONS INTEL AND MOTOROLA ,5
EXTC ENGINEERING,PHI,SLATER MICHAEL,MICROPROCESSORS BASED DESIGN : COMPREHENSIVE GUIDE TO EFFECTIVE HARDWARE DESIGN,5
EXTC ENGINEERING,NAROSA PUB.,DUBEY GOPAL K.,FUNDAMENTALS OF ELECTRICAL DRIVES,7
EXTC ENGINEERING,PHI,KRISHNAN R.,CLECTRIC MOTOR DRIVES : MODELING ANALYSIS & CONTROL,2
EXTC ENGINEERING,TMGH ,SUBRAHMANYAM VEDAM,ELECTRIC DRIVES : CONCEPTS & APPLICATIONS ,1
EXTC ENGINEERING,PHI,DE N.K.,ELECTRIC DRIVES ,3
EXTC ENGINEERING,TMGH ,SUBRAHMANYAM VEDAM ,ELECTRIC DRIVES : COINCEPTS & APPLICATIONS ,1
EXTC ENGINEERING,BROOKS / COLE THOMSON,EL-SHARKAWI MOHAMMED A.,FUNDAMENTALS OF ELECTRIC DRIVES ,1
EXTC ENGINEERING,MGH(INT.),JAEGER RICHARD ,MICROELECTRONIC CIRCUTE DESIGN ,2
INFORMATION TECHNOLOGY,EVEREST PUB. HOUSE ,BHANDARI S.P.,COMPUTER GRAPHICS IN C &PASCAL,5
MECHANICAL ENGINEERING,MGH,COURTNEY THOMAS H.,MECHANICAL BEHAVIOR MATERIALS ,2
MECHANICAL ENGINEERING,NAROSA PUB. ,SEARS FRANCIES W. ,THERMODYNAMICS KINETIC THEORY & STATISTICAL THERMODYNAMICS ,1
MECHANICAL ENGINEERING,PEARSON EDU.(INT.),WILSON CHARLES E.,KYNEMATICS & DYNAMICS OF MACHINARY ,3
MECHANICAL ENGINEERING,MGH,ECKHARDT HOMER D.,KINEMATIC DESIGN OF MACHINES & MECHANISMS ,1
MECHANICAL ENGINEERING,CRC PRESS ,MALIK A.K.,NINEMATIC ANALYSIS & SYNTHESIS OF MECHANISMS,1
MECHANICAL ENGINEERING,MGH,COURTNEY THOMAS H.,MECHANICAL BEHAVIOR OF MATERIALS ,1
EXTC ENGINEERING,TMGH ,SINGH M.D.,POWER ELECTRONICS ,1
MECHANICAL ENGINEERING,TMGH,NAG P.K.,HEAT AND MASS TRANSFER ,12
MECHANICAL ENGINEERING,TMGH,KERN DONALD Q.,PROCESS HEAT TRANSFER ,3
MECHANICAL ENGINEERING,TMGH,CENGEL YUNUS A.,HEAT TRANSFER : A PRACTICAL APPROACH ,3
MECHANICAL ENGINEERING,TMGH,HOLMAN J.P.,HEAT TRANSFER ,10
MECHANICAL ENGINEERING,MGH,HOLMAN J.P.,HEAT TRANSFER ,8
MECHANICAL ENGINEERING,S CHAND ,RAJPUT R.K.,HEAT AND MASS TRANSFER ,19
MECHANICAL ENGINEERING,NEW AGE ,SACHDEVA R.C.,FUNDAMENTALS OF ENGINEERINGHEAT AND MASS TRANSFER ,5
MECHANICAL ENGINEERING,S.K. KATARIA & SONS ,Dr. KUMAR D.S. ,HEAT AND MASS TRANSFER ,18
MECHANICAL ENGINEERING,NAROSA PUB.,DAS SARIT K.,PROCESS HEAT TRANSFER ,7
MECHANICAL ENGINEERING,JOHN WILEY & SONS ,INCROPERA FRANK P.,FUNDAMENTALS OF HEAT AND MASS TRANSFER,7
MECHANICAL ENGINEERING,WILEY INDIA / JOHN WILEY,WELTY J.R.,FUNDAMENTALS OF MOMENTUM HEAT AND MASS TRANSFER,4
MECHANICAL ENGINEERING,CENTRAL TECHNO PUB.,DAWANDE S.D.,PRINCIPLES OF HEAT TRANSFER & MASS TRANSFER ,10
MECHANICAL ENGINEERING,NEW AGE INT.,KOTHANDRAMAN C.P.,FUNDAMENTALS OF HEAT & MASS TRANSFER ,1
MECHANICAL ENGINEERING,MAcMILLAN,SINGLE O.P., HEAT & MASS TRANSFER ,3
MECHANICAL ENGINEERING,JAICO BOOKS ,SUCEC JAMES ,HEAT TRANSFER ,2
MECHANICAL ENGINEERING,OXFORD UNI. PRESS,GHOSHDASTIDAR P.S.,HEAT TRANSFER ,2
MECHANICAL ENGINEERING,CENTRAL PUB. HOUSE ,YADAV R.,HEAT AND MASS TRANSFER ,6
MECHANICAL ENGINEERING,NEW AGE ,SACHDEVA R.C.,FUNDAMENTALS OF ENGINEERING HEAT & MASS TRANSFER (SI UNITS),10
MECHANICAL ENGINEERING,NEW AGE ,GUPTA VIJAY,ELEMENTS OF HEAT & MASS TRANSFER ,3
MECHANICAL ENGINEERING,CENGAGE LEARNING ,KREITH FRANKS ,PRINCIPLES OF HEAT TRANSFER ,2
MECHANICAL ENGINEERING,TMGH ,GANESAN V.,INTERNAL COMBUSTION ENGINES ,26
MECHANICAL ENGINEERING,MGH,HEYWOOD JOHN B.,INTERNAL COMBUSTION ENGINE FUNDAMENTALS ,14
MECHANICAL ENGINEERING,DHANPAT RAI PUB.,MATHUR M.L.,A COURSE IN INTERNAL COMBUSTION ENGINE ,21
MECHANICAL ENGINEERING,DHANPAT RAI ,DOMKUNDWAR A.V.,A COURSE IN INTERNAL COMBUSTION ENGINES,11
MECHANICAL ENGINEERING,DHANPAT RAI,BALLANEY P.L., INTERNAL COMBUSTION ENGINES (INCLUDING GAS TURBINES),6
MECHANICAL ENGINEERING,MAcMILLAN,STONE RICHARD,INTRODUCTION TO INTERNAL COMBUSTION ENGINES ,3
MECHANICAL ENGINEERING,JAICO BOOKS,THIPSE S.S., INTERNAL COMBUSTION ENGINES ,3
MECHANICAL ENGINEERING,SCITECH PUB.,RAMALINGAM K.K., INTERNAL COMBUSTION ENGINES THEORY & PRACTICE,5
MECHANICAL ENGINEERING,PHI/PEARSON EDU. ,PULKRABEK WILLARD W.,ENGINEERING FUNDAMENTALS OF THE INTERNAL COMBUSTION ENGINES,4
MECHANICAL ENGINEERING,JOHN WILEY & SONS ,FERGUSEN COLIN R., INTERNAL COMBUSTION ENGINES : APPLIED THERMODYNAMICS,2
MECHANICAL ENGINEERING,OXFORD & IBH PUB.,GILL PAUL W.,FUNDAMENTALS OF  INTERNAL COMBUSTION ENGINES ,7
MECHANICAL ENGINEERING,TMGH ,DOEBELIN ERNEST ,MEASUREMENT SYSTEMS : APPLICATION AND DESGIN,4
MECHANICAL ENGINEERING,TMGH / MGH,DOEBELIN ERNEST ,MEASUREMENT SYSTEMS : APPLICATION AND DESGIN,35
MECHANICAL ENGINEERING,KHANNA PUB.,JAIN R K,MECHANICAL AND INDUSTRIAL MEASUREMENTS : PROCESSES INSTRUMENTATION AND CONTROL,5
MECHANICAL ENGINEERING,KHANNA PUB.,JAIN R K ,MECHANICAL AND INDUSTRIAL MEASUREMENTS,5
MECHANICAL ENGINEERING,NEW DELHI / BANGLORE ,BECWITH T.G.,MECHANICAL MEASUREMENTS,18
MECHANICAL ENGINEERING,NAROSA PUB.,BECKWITH T.G.,MECHANICAL MEASUREMENTS,11
MECHANICAL ENGINEERING,DHANPAT RAI,SAWHNEY A.K.,A CUORSE IN MECHANICAL MEASUREMENTS AND INSTRUMENTATION & CONTROL,16
EXTC ENGINEERING,DHANPAT RAI ,SAWHNEY A.K.,ACOURSE IN ELECTRICAL AND ELECTRONIC MEASUREMENTS AND INSTRUMENTATIONS,21
MECHANICAL ENGINEERING,TMGH,JOSHI P.H.,JIGS AND FIXTURES ,20
MECHANICAL ENGINEERING,TMGH,GRANT HIRMAN E.,JIGS AND FIXTURES : NON STANDERD CLAMPING DEVICES ,8
MECHANICAL ENGINEERING,VIVA BOOKS ,KEMPSTER M.H.A.,INTRODUCTION TO JIG AND TOOL DESIGN ,7
MECHANICAL ENGINEERING,TMGH,HOLMAN J.P.,EXPERIMENTAL METHODS FOR ENGINEERS ,2
MECHANICAL ENGINEERING,JOHNWILEY & SONS ,MANTGOMERY DOUGLAS C.,DESIGN AND ANALYSIS OF EXPERIMENTS,7
MECHANICAL ENGINEERING,THOMSON LEARNING ,CHAPMAN STEPHEN J.,MATLAB PROGRAMMING FOR ENGINEERS ,13
MECHANICAL ENGINEERING,BROOKS /COLE THOMSON LEARNING ,GARDNER JOHN F.,SIMULATION OF MACHINES : USING MATLAB & SIMULINK,5
MECHANICAL ENGINEERING,BROOKS / COLE THOMSON LEAEARNING ,SCHETZEN MARTIN ,DISCRETE SYSTMS LABORATORY : USING MATLAB ,1
MECHANICAL ENGINEERING,OXFORD UNI. PRESS ,PRATAP RUDRA ,GATTING STARTED WITH MATLAB -7,3
MECHANICAL ENGINEERING,OXFORD UNI. PRESS ,PRATAP RUDRA ,GATTING STARTED WITH MATLAB (VESSION-6),3
MECHANICAL ENGINEERING,ELSEVIER ,HAHN BRIAN D.,ESSENTIAL MATLAB FOR ENGINEERS AND SCIENTISTS ,2
MECHANICAL ENGINEERING,NEW AGE ,DUKKIPATI RAO V.,ANALYSIS AND DESIDN OF CONTROL SYSTEMS USING MATLAB ,4
CIVIL ENGINEERING,LAXMI PUB.,PUNMIA B.C.,SOIL MECHANICS AND FOUNDATIONS ,24
CIVIL ENGINEERING,CBS PUB.,MURTHY V.N.S.,TEXTBOOK OF SOIL MECHANICS AND FOUNDATION ENGINEERING : GEOTECHNICAL ENGINEERINGS,6
CIVIL ENGINEERING,CBS PUB.,SINGH ALAM ,SOIL ENGINEERING IN THEORY AND PRACTICE VOL-1 : FUNDA MENTALS & GENERAL PRINCIPLES,2
CIVIL ENGINEERING,CBS PUB. ,SINGH ALAM,SOIL ENGINEERING IN THEORY & PRACTICE - VOL-II:GEOTECHNICAL TESTING AND INSTRUMENTATION,2
CIVIL ENGINEERING,PHI,KALITA UTSAV CHANDRA ,SOIL MECHANICS & FOUNDATION ENGINEERING,2
CIVIL ENGINEERING,TMGH,KANIRAJ SHENBAGA,DISGIN AIDS IN SOIL MECHANICS AND FOUNDATION ENGINEERING,2
CIVIL ENGINEERING,WILEY INDIA,LAMBE T. WILLIAM,SOIL MWCHANICS- SI VERSION,4
CIVIL ENGINEERING,TAYLOR & FRANCIES,AYSEN A.,PROBLEM SOLVING IN SOIL MECHANICS ,1
CIVIL ENGINEERING,WILEY INDIA ,WRIGHT PAUL H.,HIGHWAY ENGINEERING,2
CIVIL ENGINEERING,KHANNA PUB.,Dr. KADIYALI L.R.,PRINCIPLES AND PRACTICES OF HIGHWAY ENGINEERING : INCLUDING EXPRESSWAYS & AIRPORT ENGINEERING,7
CIVIL ENGINEERING,CENGAGE LEARNING,GARBER N.J.,PRINCIPLES OF TRAFFIC AND HIGHWAY ENGINEERING,1
CIVIL ENGINEERING ,PHI ,CHAKROBORTY PARTHA,PRINCIPLES OF TRANPORTATION ENGINEERING,2
CIVIL ENGINEERING ,PHI,PAPACOSTAS C.S.,TRANSPORTATION ENGINEERING & PLANNING ,3
CIVIL ENGINEERING,PHI ,KHISTY C. JOTIN,TRANSPORTATION ENGINEERING : AN INTRODUCTION,3
CIVIL ENGINEERING ,NEW INDIA PUB.,ARORA N.L.,A TEXT BOOK OF TRANSPORTATION ENGINEERING,4
CIVIL ENGINEERING,NEM CHAND ,KHANNA S.K.,AIRPORT PLANNING AND DESIGN,10
CIVIL ENGINEERING,CHAROTAR PUB.,RANGWALA S.C.,AIRPORT ENGINEERING (A TEXT BOOK FOR ENGINERRING STUDIEES ),6
CIVIL ENGINEERING ,DHANPAT RAI,SAXENA S.C.,A TEXT BOOK OF RAILWAY ENGINEERING,11
CIVIL ENGINEERING,CHARITAR PUB.,RANGWALA S.C.,PRINCIPLES OF RAILWAY ENGINEERING ,5
CIVIL ENGINEERING ,STANDARD BK.HOUSE ,AHUJA T.D.,ROADS RAILWAYS BRIDGES TUNNELS ENGINEERING,4
CIVIL ENGINEERING ,DHANPAT RAI ,BINDRA S.P.,PRINCIPLES AND PRACTICE OF BRIDGE ENGINEERING,9
CIVIL ENGINEERING,TMGH,PONNUWAMY S,BRIDGE ENGINEERING,2
CIVIL ENGINEERING,PHI,JAGADEESH T.R.,DESIGN OF BRIDGE STRUCTURES,1
CIVIL ENGINEERING,DHANPAT RAI ,SAXENA SUBHASH C.,TUNNEL ENGINEERING,11
CIVIL ENGINEERING ,CHAROTAR PUB.,SRINIVASAN R.,HARBOUR DOCK & TUNNEL ENGINEERING ,6
CIVIL ENGINEERING,DHANPAT RAI ,Dr.BINDRA S.P.,A COURSE IN DOCKS AND HARBOUR ENGINEERING,1
CIVIL ENGINEERING ,TMGH,WANG C.K.,INTERMEDIATE STRUCTURAL ANALYSIS ,3
CIVIL ENGINEERING,CHAROTAR PUB.,RANGWALA S.C.,TOWN PLANNING ,10
CIVIL ENGINEERING,TMGH,GULHATI SHASHI K.,GEOTECHNICAL ENGINEERING ,4
CIVIL ENGINEERING,NEW AGE,VENKATRAMAIAH C.,GEOTECHNICAL ENGINEERING ,2
CIVIL ENGINEERING ,S. CHAND,RAMAMURTHY T.N.,GEOTECHNICAL ENGINEERING (SOIL ENGINEERING),2
